Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y
269-653,23,269-653PL2,Present,11365,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,2,31,1,Unicorn_Present,3,3
269-653,23,269-653PL1,Present,8518,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,4,5,0,0,0,0,11,0,0,6,0,0,0,0,10,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,Unicorn_Present,3,3
269-653,24,269-653PL1,Present,12903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,0,0,0,0,3,4,6,8,0,0,0,0,9,10,12,11,0,0,0,34,14,15,13,16,0,0,32,33,20,19,18,17,27,26,31,30,21,29,23,24,28,25,22,10,Unicorn_Present,1,6
269-653,24,269-653PL2,Present,16013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,9,2,0,0,0,0,0,10,6,8,0,0,0,0,0,5,7,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,22,10,Unicorn_Present,1,6
269-653,25,269-653PL1,Absent,24599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,51,52,53,54,59,60,65,49,47,48,46,57,58,61,64,41,42,43,45,44,56,62,63,40,39,38,37,36,35,34,33,25,26,27,28,29,30,31,32,23,24,22,21,20,19,18,17,12,9,5,7,8,6,14,15,13,11,10,4,1,3,2,16,8,24,Unicorn_Absent,-1,-1
269-653,25,269-653PL2,Absent,29645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,14,2,13,3,4,5,20,18,15,10,11,12,23,24,21,17,16,8,9,7,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,Unicorn_Absent,-1,-1
269-653,26,269-653PL1,Present,19095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,35,34,0,0,0,0,0,0,0,0,0,19,20,21,24,25,28,30,31,17,18,22,23,26,29,27,32,16,15,14,13,11,12,10,9,1,2,3,4,5,6,7,8,22,10,Unicorn_Present,5,2
269-653,26,269-653PL2,Present,21959,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,4,0,0,0,0,0,0,11,0,5,6,7,8,9,10,0,0,0,0,0,0,0,0,0,22,10,Unicorn_Present,5,2
269-653,27,269-653PL2,Present,10040,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1
269-653,27,269-653PL1,Present,9216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,0,9,10,0,0,0,0,0,0,11,12,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1
269-653,28,269-653PL1,Present,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,32,0,Unicorn_Present,0,7
269-653,28,269-653PL2,Present,11063,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0,0,7,0,0,0,5,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,10,0,0,0,0,32,0,Unicorn_Present,0,7
269-653,29,269-653PL1,Present,13646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,18,19,0,0,0,0,14,17,13,20,0,0,0,1,2,5,8,9,12,0,0,3,4,6,7,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,Unicorn_Present,5,2
269-653,29,269-653PL2,Present,13734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,Unicorn_Present,5,2
269-653,30,269-653PL1,Absent,40918,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,47,48,19,20,49,64,63,43,44,45,17,18,51,50,62,42,41,40,1,2,52,53,61,37,38,39,3,4,54,55,60,35,36,16,5,6,14,56,59,33,34,9,7,8,15,57,58,32,31,10,11,12,13,30,29,21,22,24,23,25,26,27,28,10,22,Unicorn_Absent,-1,-1
269-653,30,269-653PL2,Absent,43830,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,21,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,11,12,13,0,0,0,7,0,10,14,9,0,0,0,0,0,16,15,17,0,0,23,1,0,0,18,0,2,0,0,20,0,0,19,0,0,22,10,22,Unicorn_Absent,-1,-1
269-653,31,269-653PL1,Present,19078,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,50,49,48,47,0,0,41,42,43,44,45,46,0,0,40,39,38,37,36,35,34,21,22,23,24,27,28,31,32,18,19,20,25,26,29,30,33,17,16,15,14,13,11,12,9,1,2,3,4,5,6,7,8,11,21,Unicorn_Present,4,1
269-653,31,269-653PL2,Present,21222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,18,17,20,19,22,21,16,10,0,0,0,0,0,23,15,9,0,0,0,0,0,0,14,1,3,4,7,8,6,5,2,11,21,Unicorn_Present,4,1
269-653,32,269-653PL1,Absent,15192,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,26,0,0,0,0,0,0,23,24,0,0,0,0,0,0,21,22,0,0,0,0,0,0,19,20,0,0,0,0,1,6,7,12,13,18,0,0,2,5,8,11,14,17,0,0,3,4,9,10,15,16,0,0,0,0,0,0,0,0,0,23,9,Unicorn_Absent,-1,-1
269-653,32,269-653PL2,Absent,22230,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,19,0,0,0,0,0,13,12,11,0,20,0,0,21,16,14,15,0,0,10,9,0,0,22,0,0,0,0,8,0,0,0,0,5,4,3,0,0,0,0,0,2,6,7,0,0,1,24,23,0,0,0,0,0,23,9,Unicorn_Absent,-1,-1
269-653,33,269-653PL1,Present,15007,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,12,11,10,9,8,7,0,0,13,14,15,16,17,18,0,0,24,23,22,21,20,19,0,0,25,26,27,28,29,30,0,0,36,35,34,33,32,31,0,0,0,0,0,0,0,0,0,24,8,Unicorn_Present,4,6
269-653,33,269-653PL2,Present,19495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,8,0,0,4,3,0,10,0,0,0,1,18,0,0,0,0,7,0,0,17,0,5,0,0,0,0,0,19,0,0,0,0,6,0,0,16,15,14,13,12,0,11,0,24,8,Unicorn_Present,4,6
269-653,34,269-653PL1,Absent,25214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,68,67,65,63,61,60,69,58,70,1,2,6,10,16,17,55,71,3,7,9,15,19,18,53,73,5,8,14,23,21,22,52,72,11,13,24,25,38,37,50,74,12,27,30,31,34,35,48,75,26,28,29,32,33,36,47,39,40,41,42,43,44,45,46,3,29,Unicorn_Absent,-1,-1
269-653,34,269-653PL2,Absent,33326,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,29,0,0,0,20,0,0,0,14,0,23,0,0,0,0,13,0,0,0,0,16,0,15,11,12,0,24,17,0,0,0,0,26,0,0,0,0,21,22,10,0,0,25,18,0,0,27,0,9,8,28,0,0,7,6,1,2,3,0,19,0,5,4,3,29,Unicorn_Absent,-1,-1
269-653,35,269-653PL2,Absent,31726,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,14,0,20,0,0,13,12,0,15,0,0,21,0,8,10,0,11,0,0,22,0,0,0,9,16,0,0,0,0,3,0,7,6,0,0,0,0,0,0,5,4,2,0,0,0,0,18,17,1,10,22,Unicorn_Absent,-1,-1
269-653,35,269-653PL1,Absent,27311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,34,74,35,36,72,38,39,78,77,76,75,73,69,71,70,21,22,23,25,26,68,67,66,13,14,15,16,27,44,45,40,12,11,10,17,29,43,46,51,4,5,9,18,30,48,49,41,3,2,8,19,31,65,42,64,1,6,7,20,32,52,56,55,10,22,Unicorn_Absent,-1,-1
269-653,36,269-653PL2,Absent,28446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1,0,7,5,8,6,0,2,32,0,Unicorn_Absent,-1,-1
269-653,36,269-653PL1,Absent,26591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1
269-653,37,269-653PL1,Absent,30071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,3,0
269-653,37,269-653PL2,Absent,30991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,13,0,0,0,0,7,0,0,12,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,10,0,9,1,0,2,0,0,0,0,8,-64,0,Unicorn_Present,3,0
269-653,38,269-653PL1,Present,16024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Present,2,6
269-653,38,269-653PL2,Present,18054,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,12,8,0,0,0,0,0,0,7,19,0,0,0,0,0,0,9,6,0,0,0,0,0,0,5,18,0,0,0,0,0,0,10,4,0,0,0,0,0,0,11,17,3,0,0,0,0,0,2,16,0,0,0,0,0,1,14,15,0,0,0,0,0,32,0,Unicorn_Present,2,6
269-653,39,269-653PL1,Absent,15687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1
269-653,39,269-653PL2,Absent,14423,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,12,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,0,0,0,0,0,2,6,5,0,0,0,0,0,1,32,0,Unicorn_Absent,-1,-1
269-653,40,269-653PL1,Absent,28880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,6,3
269-653,40,269-653PL2,Absent,29751,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,15,16,17,18,19,20,21,22,14,0,0,0,0,0,0,23,13,0,0,0,0,0,0,24,12,0,0,0,0,0,0,25,11,0,0,0,0,0,0,26,10,0,0,0,0,0,0,27,9,0,0,0,0,0,0,28,8,7,6,5,4,3,2,1,-64,0,Unicorn_Present,6,3
269-653,41,269-653PL1,Absent,17534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Present,3,7
269-653,41,269-653PL2,Present,23767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,10,9,1,2,3,4,5,6,7,8,32,0,Unicorn_Present,3,7
269-653,42,269-653PL1,Absent,33311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,84,86,85,87,89,88,90,91,76,78,83,81,82,80,79,75,47,48,49,53,73,74,72,71,45,46,52,51,67,68,70,69,43,44,50,56,57,60,61,63,41,42,54,55,58,59,62,65,40,39,38,32,31,11,15,64,1,3,2,35,6,37,30,26,14,18,Unicorn_Absent,-1,-1
269-653,42,269-653PL2,Absent,35480,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,1,0,0,2,0,0,5,0,6,0,7,8,9,15,0,11,0,0,0,0,10,16,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,12,0,18,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,14,0,0,14,18,Unicorn_Absent,-1,-1
269-653,43,269-653PL1,Present,13184,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Present,0,0
269-653,43,269-653PL2,Present,19920,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,12,0,0,9,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,8,0,4,31,1,Unicorn_Present,0,0
269-653,44,269-653PL1,Absent,31767,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,5,7,8,10,12,13,3,26,0,0,0,0,0,0,27,25,0,32,43,42,41,0,28,24,0,33,45,44,40,0,29,23,0,34,46,47,39,0,30,22,0,35,36,37,38,0,31,21,0,0,0,0,0,0,14,1,20,19,18,17,16,15,2,20,12,Unicorn_Absent,-1,-1
269-653,44,269-653PL2,Absent,33846,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,18,0,0,0,0,0,2,16,3,0,0,0,0,4,0,0,0,0,5,0,6,0,17,0,7,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,10,0,0,0,0,0,12,0,0,13,0,1,0,0,14,0,0,15,0,20,12,Unicorn_Absent,-1,-1
269-653,45,269-653PL1,Absent,16374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1
269-653,45,269-653PL2,Absent,19454,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1
