Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Ac_Score,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Similarity,Score_LAG1,Consistency_LEAD1,Joint_LAG1,Dif_consist_LAG1,RegionGo,Similarity_LAG1
538-623,45,538-623PL2,Absent,17060,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,13,26,37,54,0,0,0,3,14,27,39,55,0,0,0,4,16,30,42,56,0,0,0,5,18,31,43,57,0,0,0,7,20,33,46,0,0,0,0,9,22,34,49,0,0,0,0,11,23,35,51,0,0,0,0,12,25,36,53,0,0,0,0,27.0,5,Unicorn_Absent,-1,-1,Unicorn_Absent,-111,25.0,36,0.9,64,0.0696969696969697,0.921875,RS,0.8888888888888888,24.0,0.9230769230769231,8.0,0.03928571428571426,RS,0.8
538-623,48,538-623PL2,Absent,15409,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,2,14,24,35,46,0,0,0,3,16,26,37,47,0,0,0,5,17,34,38,48,0,0,0,7,18,28,39,49,0,0,0,8,19,29,40,50,0,0,0,9,20,30,41,51,0,0,0,11,22,32,42,52,0,0,0,12,23,33,44,53,0,0,0,25.0,7,Unicorn_Absent,-1,-1,Unicorn_Absent,-29,29.0,40,0.975,64,0.006249999999999978,0.890625,RS,0.8,25.0,0.95,7.0,0.046620046620046596,RS,0.8888888888888888
538-623,51,538-623PL2,Absent,18632,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,11,19,31,0,0,0,0,3,12,21,33,0,0,0,0,4,13,22,34,0,0,0,0,5,14,24,35,0,0,0,0,6,16,26,36,0,0,0,0,7,15,27,37,0,0,0,0,8,18,29,39,0,0,0,0,10,17,30,40,0,0,0,0,29.0,3,Unicorn_Absent,-1,-1,Unicorn_Absent,61,26.0,32,0.8421052631578947,64,0.013533834586466065,0.953125,LEFT,1.0,29.0,0.8421052631578947,3.0,0.014516129032258074,RS,0.8
538-623,52,538-623PL2,Absent,13899,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,11,21,40,42,0,0,0,3,13,23,39,43,0,0,0,4,14,24,38,44,0,0,0,5,15,27,36,45,0,0,0,6,16,26,35,47,0,0,0,7,17,29,34,48,0,0,0,9,19,28,32,0,0,0,0,10,20,30,31,0,0,0,0,26.0,6,Unicorn_Absent,-1,-1,Unicorn_Absent,87,28.0,38,0.8421052631578947,64,0.07218045112781957,0.90625,RS,0.8421052631578947,29.0,0.9473684210526315,3.0,0.013533834586466065,RS,1.0
538-623,53,538-623PL2,Absent,15444,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,21,22,33,46,0,0,0,3,20,24,35,48,0,0,0,4,18,32,36,50,0,0,0,10,17,25,37,51,0,0,0,5,16,26,39,0,0,0,0,6,14,31,41,0,0,0,0,9,13,28,43,0,0,0,0,11,30,29,45,0,0,0,0,28.0,4,Unicorn_Absent,-1,-1,Unicorn_Absent,115,29.0,36,0.9473684210526315,64,0.052631578947368474,0.9375,RS,0.8888888888888888,26.0,1.0,6.0,0.07218045112781957,RS,0.8421052631578947
538-623,54,538-623PL2,Absent,14803,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,9,19,31,40,0,0,0,2,11,20,33,42,0,0,0,3,12,21,32,44,0,0,0,4,13,22,34,46,0,0,0,5,14,24,35,0,0,0,0,6,16,26,37,0,0,0,0,7,17,27,39,0,0,0,0,8,18,28,38,0,0,0,0,29.0,3,Unicorn_Absent,-1,-1,Unicorn_Absent,144,30.0,36,1.0,64,0.03125,0.953125,RS,0.8888888888888888,28.0,0.85,4.0,0.052631578947368474,RS,0.8888888888888888
546-111,7,546-111PL1,Absent,15485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,33,31,30,29,28,27,26,25,34,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,2,Unicorn_Absent,-1,-1,Unicorn_Absent,191,31.0,35,0.8888888888888888,64,0.05105105105105101,0.96875,RS,0.9142857142857143,26.0,0.9428571428571428,6.0,0.415625,RS,
546-111,11,546-111PL1,Absent,15414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,32,31,30,29,28,27,26,25,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,317,31.0,33,1.0,64,0.0,0.984375,RS,0.9696969696969697,31.0,1.0,1.0,0.025892857142857162,RS,0.9142857142857143
546-111,15,546-111PL1,Absent,14515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,5,6,8,7,16,15,14,12,13,11,10,9,17,18,19,20,21,22,23,24,32,31,30,29,28,27,26,25,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,2,Unicorn_Absent,-1,-1,Unicorn_Absent,442,32.0,34,0.9705882352941176,64,0.02941176470588236,0.96875,RS,0.9411764705882353,31.0,0.9411764705882353,1.0,0.0,TOP,0.9696969696969697
546-111,16,546-111PL1,Absent,18660,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,9,10,11,12,20,19,18,17,16,15,14,13,21,22,23,24,25,26,27,28,36,35,34,33,32,31,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,474,32.0,32,0.9411764705882353,64,0.05882352941176472,1.0,TOP,1.0,30.0,1.0,2.0,0.02941176470588236,TOP,0.9411764705882353
546-111,20,546-111PL1,Absent,14952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,16,15,14,13,12,11,10,9,17,18,19,20,21,22,23,24,32,31,30,29,28,27,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,602,32.0,32,1.0,64,0.0,1.0,TOP,1.0,32.0,1.0,0.0,0.0,TOP,1.0
546-111,21,546-111PL1,Absent,13741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,16,17,24,25,32,2,7,10,15,18,23,26,31,3,6,11,14,19,22,27,30,4,5,12,13,20,21,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,634,32.0,32,1.0,64,0.0,1.0,TOP,1.0,32.0,1.0,0.0,0.0,TOP,1.0
546-111,22,546-111PL1,Absent,14742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,15,20,21,28,29,2,8,11,14,19,22,27,30,3,6,12,13,18,23,26,31,4,7,5,16,17,24,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,666,32.0,32,1.0,64,0.0,1.0,TOP,1.0,32.0,1.0,0.0,0.0,TOP,1.0
546-111,33,546-111PL1,Absent,13653,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,16,17,24,25,32,2,7,10,15,18,23,26,31,3,6,11,14,19,22,27,30,4,5,12,13,20,21,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1018,32.0,32,1.0,64,0.0,1.0,TOP,1.0,32.0,1.0,0.0,0.0,TOP,1.0
546-111,45,546-111PL1,Absent,14019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,10,17,18,25,26,33,2,9,11,16,19,24,27,32,5,7,12,15,20,23,28,31,4,6,13,14,21,22,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1401,32.0,32,1.0,64,0.0,1.0,TOP,1.0,32.0,1.0,0.0,0.0,TOP,1.0
546-111,46,546-111PL1,Absent,14534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,12,13,21,22,29,30,2,8,11,14,20,24,28,32,3,6,10,15,19,23,27,31,4,9,5,17,18,25,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1433,32.0,32,1.0,64,0.0,1.0,TOP,1.0,32.0,1.0,0.0,0.0,TOP,1.0
546-111,49,546-111PL1,Absent,14677,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,16,17,23,28,29,2,7,10,15,18,22,27,30,3,6,11,14,19,21,26,31,4,5,12,13,20,24,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1529,32.0,32,1.0,64,0.0,1.0,TOP,1.0,32.0,1.0,0.0,0.0,TOP,1.0
546-111,50,546-111PL1,Absent,13916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10,17,18,25,26,33,1,9,11,16,19,24,27,32,3,6,12,15,20,23,28,31,5,7,13,14,21,22,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1561,32.0,32,1.0,64,0.0,1.0,TOP,1.0,32.0,1.0,0.0,0.0,TOP,1.0
546-111,51,546-111PL1,Absent,13455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,17,18,24,25,32,2,7,10,16,19,23,26,31,3,6,11,14,20,22,27,30,4,5,12,15,13,21,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1593,32.0,32,1.0,64,0.0,1.0,TOP,1.0,32.0,1.0,0.0,0.0,TOP,1.0
546-111,57,546-111PL1,Absent,13501,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,17,18,25,26,33,2,8,11,16,19,24,27,32,3,6,12,15,20,23,28,31,5,7,13,14,21,22,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1784,32.0,32,1.0,64,0.0,1.0,TOP,1.0,32.0,1.0,0.0,0.0,TOP,1.0
546-111,58,546-111PL1,Absent,13840,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,17,18,25,26,32,2,8,11,16,19,24,27,33,4,7,12,15,21,20,28,31,6,5,13,14,22,23,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1816,32.0,32,1.0,64,0.0,1.0,TOP,1.0,32.0,1.0,0.0,0.0,TOP,1.0
546-111,59,546-111PL1,Absent,13341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,16,17,23,25,32,2,7,10,15,18,24,26,31,3,6,11,14,19,22,27,30,4,5,12,13,20,21,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1848,32.0,32,1.0,64,0.0,1.0,TOP,1.0,32.0,1.0,0.0,0.0,TOP,1.0
546-111,7,546-111PL2,Absent,16600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,30,29,28,27,26,18,19,20,21,22,23,24,25,16,17,15,14,13,12,11,10,1,3,4,5,6,7,8,9,30.0,2,Unicorn_Absent,-1,-1,Unicorn_Absent,191,31.0,31,0.8378378378378378,64,0.05105105105105101,0.96875,RS,0.96875,26.0,0.96875,6.0,0.415625,BOTTOM,
546-111,11,546-111PL2,Absent,15423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,30,29,28,27,26,25,1,4,7,10,13,16,19,22,2,5,8,11,14,17,20,23,3,6,9,12,15,18,21,24,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,317,31.0,32,1.0,64,0.0,0.984375,BOTTOM,1.0,31.0,1.0,1.0,0.025892857142857162,BOTTOM,0.96875
546-111,15,546-111PL2,Absent,15247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,31,29,30,28,27,26,1,4,7,10,16,17,21,25,2,5,8,11,14,18,20,24,3,6,9,12,13,19,22,23,30.0,2,Unicorn_Absent,-1,-1,Unicorn_Absent,442,32.0,32,1.0,64,0.02941176470588236,0.96875,BOTTOM,1.0,31.0,1.0,1.0,0.0,BOTTOM,1.0
546-111,16,546-111PL2,Absent,17413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,13,17,25,26,33,2,6,10,14,19,24,27,32,3,7,11,15,20,23,28,31,4,8,12,16,21,22,29,30,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,474,32.0,32,1.0,64,0.05882352941176472,1.0,BOTTOM,1.0,30.0,1.0,2.0,0.02941176470588236,BOTTOM,1.0
546-111,20,546-111PL2,Absent,14890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,16,18,25,26,33,2,7,10,15,19,24,27,32,3,6,11,14,20,23,29,28,4,5,12,13,21,22,30,31,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,602,32.0,32,1.0,64,0.0,1.0,BOTTOM,1.0,32.0,1.0,0.0,0.0,BOTTOM,1.0
546-111,21,546-111PL2,Absent,13911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,16,17,24,25,32,2,7,10,15,18,23,26,31,3,6,11,14,19,22,27,30,4,5,12,13,20,21,28,29,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,634,32.0,32,1.0,64,0.0,1.0,BOTTOM,1.0,32.0,1.0,0.0,0.0,BOTTOM,1.0
546-111,22,546-111PL2,Absent,14407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,18,20,17,15,16,14,2,21,22,23,26,24,25,13,3,31,30,28,27,32,33,12,4,5,6,29,8,9,10,11,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,666,32.0,32,1.0,64,0.0,1.0,BOTTOM,1.0,32.0,1.0,0.0,0.0,BOTTOM,1.0
546-111,33,546-111PL2,Absent,13512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,7,8,9,10,1,2,32,30,31,29,28,11,21,22,23,24,25,26,27,12,20,19,18,17,16,15,14,13,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1018,32.0,32,1.0,64,0.0,1.0,BOTTOM,1.0,32.0,1.0,0.0,0.0,BOTTOM,1.0
546-111,45,546-111PL2,Absent,14172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,16,17,25,26,33,2,7,10,15,18,23,27,32,3,6,11,14,19,22,28,30,4,5,12,13,20,21,29,31,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1401,32.0,32,1.0,64,0.0,1.0,BOTTOM,1.0,32.0,1.0,0.0,0.0,BOTTOM,1.0
546-111,46,546-111PL2,Absent,13923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,22,21,20,29,30,35,1,2,23,24,19,28,31,34,5,6,26,25,17,27,32,33,7,8,9,15,16,12,13,14,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1433,32.0,32,1.0,64,0.0,1.0,BOTTOM,1.0,32.0,1.0,0.0,0.0,BOTTOM,1.0
546-111,49,546-111PL2,Absent,15797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,17,18,26,27,34,2,7,11,16,22,23,29,33,3,6,12,15,19,25,28,32,4,5,13,14,21,24,30,31,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1529,32.0,32,1.0,64,0.0,1.0,BOTTOM,1.0,32.0,1.0,0.0,0.0,BOTTOM,1.0
546-111,50,546-111PL2,Absent,14625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,16,17,23,24,32,2,7,10,15,18,22,25,31,3,6,11,14,20,21,26,30,4,5,12,13,19,28,27,29,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1561,32.0,32,1.0,64,0.0,1.0,BOTTOM,1.0,32.0,1.0,0.0,0.0,BOTTOM,1.0
546-111,51,546-111PL2,Absent,12825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,11,17,18,26,27,34,2,7,10,16,19,24,28,33,5,6,9,15,20,23,29,32,4,13,12,14,21,22,30,31,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1593,32.0,32,1.0,64,0.0,1.0,BOTTOM,1.0,32.0,1.0,0.0,0.0,BOTTOM,1.0
546-111,57,546-111PL2,Absent,13310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,9,16,17,25,26,27,1,7,10,15,18,24,32,29,3,6,11,14,21,22,30,31,4,5,12,13,20,23,33,34,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1784,32.0,32,1.0,64,0.0,1.0,BOTTOM,1.0,32.0,1.0,0.0,0.0,BOTTOM,1.0
